Percentual da população coberta pela Estratégia Saúde da Família (ESF) - Municípios da UF: Maranhão;;;;;;;;;;;;;;;;;;;;
Abrangências geográficas;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Cândido Mendes;0,0;0,0;0,0;0,0;0,0;78,1;154,5;0,0;100,0;100,0;100,0;100,0;100,0;89,7;100,0;100,0;100,0;100,0;100,0;100,0
Cantanhede;0,0;74,9;73,9;73,3;90,3;89,1;92,5;96,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Capinzal do Norte;0,0;0,0;0,0;0,0;0,0;100,1;105,7;96,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Carolina;0,0;0,0;0,0;28,2;28,3;28,4;85,3;88,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Carutapera;0,0;0,0;0,0;0,0;0,0;94,6;99,0;16,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;58,3
Caxias;0,0;28,6;28,4;28,1;27,9;92,1;98,9;100,0;100,0;100,0;100,0;97,9;81,7;87,3;100,0;100,0;100,0;100,0;100,0;100,0
Cedral;0,0;0,0;0,0;0,0;0,0;0,0;105,8;94,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Central do Maranhão;0,0;0,0;0,0;0,0;96,6;94,7;105,2;100,0;100,0;100,0;100,0;100,0;100,0;85,0;100,0;100,0;81,7;100,0;100,0;100,0
Centro do Guilherme;0,0;0,0;0,0;0,0;67,5;64,0;81,2;100,0;100,0;100,0;92,8;82,4;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Centro Novo do Maranhão;0,0;0,0;0,0;0,0;0,0;87,3;106,4;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Chapadinha;0,0;0,0;31,8;31,2;35,8;50,3;49,5;53,4;61,2;64,3;63,6;61,1;60,4;64,3;95,1;98,6;97,7;100,0;100,0;100,0
Cidelândia;0,0;0,0;0,0;54,6;80,9;79,8;96,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Codó;18,2;36,2;36,0;32,9;35,7;35,6;70,9;71,9;74,9;72,8;72,7;70,1;69,8;69,5;77,9;86,3;86,1;85,9;85,7;100,0
Coelho Neto;15,9;15,8;39,2;38,8;61,6;61,0;60,5;0,0;78,4;76,1;98,3;81,2;95,2;94,6;93,8;93,3;92,8;92,4;99,1;98,1
Colinas;0,0;0,0;18,5;18,4;18,3;54,4;107,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Conceição do Lago-Açu;0,0;0,0;0,0;0,0;55,2;53,7;73,7;100,0;98,1;94,9;92,6;95,6;93,8;92,1;90,1;100,0;100,0;100,0;100,0;100,0
Coroatá;60,4;53,9;59,4;58,8;58,3;69,4;91,8;100,0;100,0;100,0;100,0;100,0;100,0;55,1;98,3;81,5;81,1;80,7;80,4;74,3
Cururupu;0,0;0,0;80,6;91,2;91,7;92,3;116,7;0,0;100,0;100,0;100,0;100,0;65,7;85,0;100,0;100,0;100,0;100,0;100,0;100,0
Davinópolis;0,0;0,0;82,2;82,1;82,1;82,1;82,0;0,0;87,8;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Dom Pedro;0,0;0,0;45,9;45,8;100,1;100,0;103,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Duque Bacelar;0,0;35,3;35,0;34,6;68,4;98,0;67,0;0,0;99,7;96,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Esperantinópolis;0,0;16,1;16,4;83,2;106,6;108,8;116,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Estreito;0,0;0,0;79,2;75,4;72,0;68,9;66,1;100,0;100,0;100,0;100,0;96,3;93,7;91,3;88,6;100,0;100,0;100,0;100,0;100,0
Feira Nova do Maranhão;0,0;0,0;0,0;43,8;43,6;86,7;93,9;91,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Fernando Falcão;0,0;0,0;63,8;62,1;60,5;58,9;58,0;100,0;85,1;82,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Formosa da Serra Negra;24,4;23,8;23,1;45,1;44,0;42,9;41,9;19,1;40,9;79,2;77,6;77,7;100,0;77,8;100,0;100,0;100,0;100,0;100,0;100,0
Fortaleza dos Nogueiras;0,0;0,0;59,4;59,4;59,3;59,2;59,2;54,4;59,6;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Fortuna;0,0;0,0;23,0;23,0;22,9;22,9;68,6;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Godofredo Viana;0,0;0,0;0,0;81,2;77,8;75,0;71,2;100,0;99,0;95,6;92,4;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Gonçalves Dias;0,0;0,0;40,9;40,9;81,8;81,8;0,0;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Governador Archer;0,0;0,0;34,7;68,7;68,1;67,4;81,0;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Governador Edison Lobão;0,0;0,0;0,0;0,0;0,0;86,3;90,0;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;99,0;97,2;95,6;94,2;95,5
Governador Eugênio Barros;0,0;68,5;68,0;67,5;89,3;88,7;100,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Governador Luiz Rocha;0,0;0,0;50,6;50,0;92,5;91,5;89,6;54,4;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Governador Newton Bello;0,0;0,0;0,0;82,0;82,7;83,3;107,0;52,6;100,0;100,0;100,0;100,0;100,0;100,0;100,0;68,6;100,0;100,0;100,0;100,0
Governador Nunes Freire;0,0;39,1;39,3;39,4;52,8;53,0;93,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Graça Aranha;0,0;55,4;97,9;98,5;98,9;99,0;100,1;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Grajaú;14,5;35,3;34,3;33,1;31,7;30,9;60,3;76,1;76,5;80,3;85,3;77,8;71,0;74,9;90,1;94,1;91,8;90,7;94,7;95,2
Guimarães;0,0;0,0;80,9;81,5;82,1;101,6;103,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Humberto de Campos;0,0;31,0;30,3;29,7;58,2;71,4;96,3;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Icatu;15,7;15,4;15,2;59,9;92,9;87,3;92,7;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Igarapé do Meio;0,0;0,0;93,2;92,1;91,3;88,8;99,8;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Igarapé Grande;0,0;0,0;97,2;94,8;92,5;91,2;87,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Imperatriz;7,3;21,8;37,5;47,4;54,3;56,8;60,8;57,9;58,6;59,9;61,2;58,5;58,2;57,9;57,6;57,4;55,9;61,2;61,0;60,2
Itaipava do Grajaú;0,0;0,0;19,0;41,1;88,7;86,3;107,9;79,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Itapecuru Mirim;15,6;30,5;37,3;44,0;55,4;66,3;82,8;94,1;100,0;100,0;100,0;100,0;54,7;75,6;100,0;100,0;100,0;100,0;100,0;100,0
Itinga do Maranhão;0,0;0,0;57,6;57,2;56,9;56,6;112,6;35,5;82,5;93,4;100,0;83,3;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Jatobá;66,6;62,3;58,6;55,2;52,2;67,7;59,7;0,0;83,6;80,6;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Jenipapo dos Vieiras;0,0;0,0;0,0;0,0;47,4;70,3;97,6;100,0;69,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
João Lisboa;0,0;0,0;0,0;68,8;81,5;101,9;104,0;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Joselândia;0,0;22,9;22,9;22,8;68,1;94,4;92,8;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Junco do Maranhão;0,0;0,0;64,7;66,9;69,2;123,1;148,4;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Lago da Pedra;0,0;0,0;24,0;23,6;23,3;38,2;91,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Lago do Junco;0,0;0,0;67,5;67,0;66,5;94,5;96,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Lago Verde;0,0;0,0;0,0;46,9;46,5;46,2;99,0;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Lagoa do Mato;0,0;0,0;0,0;0,0;0,0;69,4;69,2;0,0;100,0;98,2;97,3;94,7;94,4;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Lago dos Rodrigues;0,0;0,0;98,1;96,6;96,6;97,3;95,3;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Lagoa Grande do Maranhão;0,0;0,0;0,0;0,0;0,0;35,0;68,9;100,0;100,0;100,0;100,0;100,0;100,0;55,2;100,0;100,0;100,0;100,0;100,0;100,0
Lajeado Novo;0,0;0,0;0,0;0,0;0,0;0,0;105,4;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Lima Campos;0,0;93,5;93,1;92,7;92,3;91,9;113,6;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Loreto;0,0;0,0;0,0;64,8;64,1;63,4;62,7;33,1;66,7;97,2;96,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Luís Domingues;0,0;0,0;0,0;0,0;0,0;91,9;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Magalhães de Almeida;0,0;25,0;24,2;23,5;22,7;86,4;86,0;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Maracaçumé;0,0;0,0;0,0;41,8;40,8;91,9;102,6;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Marajá do Sena;0,0;0,0;0,0;0,0;0,0;83,0;41,7;0,0;0,0;49,4;99,2;85,7;85,9;89,0;89,4;89,7;90,1;90,4;90,7;88,3
Maranhãozinho;0,0;0,0;35,2;33,2;31,5;59,9;108,5;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Mata Roma;0,0;83,3;81,2;79,1;77,2;88,6;89,3;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Matinha;0,0;0,0;34,2;84,4;83,5;82,5;81,6;93,8;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Matões;0,0;0,0;0,0;0,0;0,0;60,4;94,7;38,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Matões do Norte;0,0;0,0;38,6;36,0;33,7;31,7;71,5;100,0;97,9;94,6;91,6;75,0;72,5;70,1;90,1;100,0;100,0;100,0;100,0;100,0
Milagres do Maranhão;0,0;0,0;0,0;0,0;0,0;86,4;96,2;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Mirador;16,9;16,9;16,9;16,9;16,9;16,9;33,7;0,0;88,7;69,0;86,3;84,3;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Miranda do Norte;0,0;79,5;75,8;72,4;69,4;66,6;80,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;98,6;97,0;98,6
Mirinzal;0,0;0,0;76,5;75,9;75,4;96,6;105,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Monção;0,0;0,0;0,0;0,0;0,0;80,8;79,4;91,0;87,6;85,1;84,4;54,4;75,1;76,1;75,0;84,9;84,1;83,9;83,2;72,7
Montes Altos;0,0;0,0;99,8;101,0;102,2;103,5;104,7;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Morros;0,0;0,0;88,6;94,2;93,5;94,3;114,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Nina Rodrigues;0,0;0,0;0,0;0,0;83,7;96,2;102,3;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Nova Colinas;0,0;0,0;0,0;0,0;78,7;77,1;75,5;75,3;100,0;100,0;100,0;100,0;69,6;100,0;100,0;100,0;100,0;65,1;100,0;100,0
Nova Iorque;0,0;74,1;74,2;74,3;74,4;95,5;92,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Nova Olinda do Maranhão;0,0;0,0;20,6;20,2;19,8;85,1;95,1;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;99,7;99,6
Olho d'Água das Cunhãs;47,5;70,8;58,0;57,7;94,7;94,1;93,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Olinda Nova do Maranhão;0,0;0,0;0,0;89,6;87,2;85,1;86,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Paço do Lumiar;9,2;13,1;54,4;52,1;50,1;48,2;53,6;54,4;45,7;57,8;56,4;55,8;54,4;59,4;57,8;62,6;64,4;63,3;62,0;57,2
Palmeirândia;0,0;0,0;19,2;76,4;75,9;97,2;114,6;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Paraibano;0,0;0,0;36,9;73,0;96,8;95,8;98,3;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Parnarama;0,0;0,0;0,0;70,5;70,0;89,4;99,9;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Passagem Franca;0,0;0,0;43,9;43,2;42,5;62,8;82,5;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Pastos Bons;0,0;21,4;21,1;20,8;20,5;60,7;79,8;83,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Paulino Neves;0,0;0,0;0,0;0,0;0,0;78,0;117,5;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;86,8
Paulo Ramos;0,0;0,0;0,0;52,0;51,9;86,3;86,2;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;98,5
Pedreiras;0,0;0,0;51,0;51,2;85,5;85,8;107,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Pedro do Rosário;0,0;0,0;0,0;0,0;85,1;83,2;124,0;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Penalva;11,5;33,7;33,1;65,1;63,9;62,9;61,8;66,7;72,1;80,0;79,1;80,5;79,5;86,3;85,0;84,1;83,3;82,1;81,4;100,0
Peri Mirim;0,0;0,0;0,0;0,0;76,1;75,9;94,1;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Peritoró;0,0;0,0;0,0;0,0;0,0;52,7;69,1;85,2;90,7;100,0;100,0;81,4;80,2;79,2;93,6;100,0;100,0;100,0;100,0;100,0
Pindaré-Mirim;0,0;0,0;0,0;46,6;46,2;91,6;95,8;82,5;100,0;97,4;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Pinheiro;0,0;0,0;9,7;9,6;28,4;32,8;46,3;65,7;69,8;76,8;84,9;83,9;83,1;82,4;77,3;81,0;80,5;80,0;79,6;79,0
Pio XII;11,7;11,8;57,2;72,3;110,4;117,8;119,6;95,7;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Pirapemas;0,0;0,0;0,0;0,0;42,3;97,6;97,7;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Poção de Pedras;0,0;0,0;31,7;97,8;105,5;108,5;108,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Porto Franco;20,0;19,5;19,0;18,5;18,1;89,2;86,3;94,3;92,3;100,0;100,0;96,1;94,6;100,0;100,0;100,0;100,0;88,0;100,0;100,0
Porto Rico do Maranhão;0,0;0,0;0,0;98,0;97,9;98,6;96,5;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Presidente Dutra;0,0;8,4;49,9;65,8;65,0;72,3;71,5;73,2;77,6;92,2;91,9;77,1;84,0;83,3;82,4;81,8;81,3;80,8;80,3;100,0
Presidente Juscelino;0,0;62,0;60,6;98,5;99,8;97,7;113,9;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Presidente Médici;0,0;0,0;0,0;0,0;89,4;87,6;99,4;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Presidente Sarney;0,0;0,0;23,4;45,8;67,2;89,9;93,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Presidente Vargas;32,4;93,3;94,1;97,9;98,6;68,5;108,5;0,0;100,0;34,2;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
Primeira Cruz;0,0;58,3;28,5;27,9;82,1;80,5;79,0;0,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0
